name,address,lat,lon
,500 S JOHNSON ST MONROE NC 28112,34.97798,-80.55838
,6019 HWY 205 MARSHVILLE NC 28103,35.12922,-80.37361
,7608 CONCORD HWY MONROE NC 28110,35.14126,-80.53623
,4919 UNIONVILLE RD MONROE NC 28110,35.09176,-80.50872
,123 UNIONVILLE INDIAN TRAIL RD INDIAN TRAIL NC 28079,35.07755,-80.66489
,1115 STALLINGS RD MATTHEWS NC 28104,35.09254,-80.6851
,6701 INDIAN TRAIL FAIRVIEW RD INDIAN TRAIL NC 28079,35.10683,-80.61812
,5025 HEMBY RD MATTHEWS NC 28104,35.03591,-80.74327
,5804 WAXHAW HWY MONROE NC 28112,34.93946,-80.66712
,1111 CONCORD AVE MONROE NC 28110,34.99259,-80.55534
,8323 LANCASTER HWY WAXHAW NC 28173,34.86378,-80.69496
,7507 TIRZAH CH RD WAXHAW NC 28173,34.83286,-80.74088
,3310 GRIFFITH RD MONROE NC 28112,34.92381,-80.55966
,3005 RUBEN RD MONROE NC 28112,34.86031,-80.61387
,814 OLD PAGELAND MONROE RD MONROE NC 28112,34.95734,-80.48618
,4312 OLD PAGELAND MONROE RD MONROE NC 28112,34.88145,-80.4187
,5408 WHITE STORE RD WINGATE NC 28174,34.9114,-80.40707
,506 GREEN ST MONROE NC 28112,34.97618,-80.54131
,2707 SECREST SHORT CUT RD MONROE NC 28110,35.01575,-80.55926
,3411 WEDDINGTON RD MONROE NC 28110,34.98659,-80.61248
,110 CLONTZ RD MONROE NC 28110,35.1603,-80.53987
,1101 OLD PROVIDENCE RD WAXHAW NC 28173,34.91874,-80.73348
,4615 OLIVE BRANCH RD WINGATE NC 28174,35.03222,-80.45899
,2723 W LAWYERS RD INDIAN TRAIL NC 28079,35.13021,-80.60263
,7110 OLD GOLDMINE RD MARSHVILLE NC 28103,35.03151,-80.32635
,2843 RIDGE RD INDIAN TRAIL NC 28079,35.09323,-80.57587
,909 CIRCLE DR MONROE NC 28112,34.97259,-80.52935
,8600 N POTTER RD MATTHEWS NC 28104,35.02446,-80.69238
,3927 TWELVE MILE CREEK RD MATTHEWS NC 28104,35.00693,-80.72532
,2915 GOLDMINE RD MONROE NC 28110,35.00734,-80.60294
,1001 WINCHESTER AVE MONROE NC 28110,34.98478,-80.53842
,3500 WAXHAW PKWY WAXHAW NC 28173,34.93431,-80.75223
,6810 PLEASANT GROVE RD WAXHAW NC 28173,34.94315,-80.72045
,4416 SARDIS CH RD MONROE NC 28110,35.0708,-80.62064
,2303 BROOKS ST MONROE NC 28110,34.98881,-80.51263
,3801 LAKE PARK RD INDIAN TRAIL NC 28079,35.08648,-80.63679
,110 S POTTER RD MONROE NC 28110,35.00571,-80.67327
,6301 WEDDINGTON MONROE RD MATTHEWS NC 28104,35.00164,-80.6974
,2333 BRANDON OAKS PKWY INDIAN TRAIL NC 28079,35.05059,-80.66525
,4616 OLD MONROE RD INDIAN TRAIL NC 28079,35.0652,-80.67435
,5210 ROGERS RD MONROE NC 28110,35.03743,-80.64995
,3907 OLD CHARLOTTE HWY MONROE NC 28110,35.02859,-80.61123
,3501 STALLINGS RD MATTHEWS NC 28104,35.10909,-80.66499
,6803 STEVENS MILL RD MATTHEWS NC 28104,35.12903,-80.63395
,10101 WAXHAW MANOR DR WAXHAW NC 28173,34.96735,-80.80205
,9700 MARVIN SCHOOL RD WAXHAW NC 28173,34.99964,-80.80897
,1525 CRANE RD WAXHAW NC 28173,35.00107,-80.78573
,8701 KENSINGTON DR WAXHAW NC 28173,34.94486,-80.77574
,2701 CONCORD HWY MONROE NC 28110,35.02525,-80.54167
,1712 CARMEL CHURCH RD MONROE NC 28112,34.94744,-80.58509
,315 W ELM ST WINGATE NC 28174,34.98533,-80.45919
,310 OLIVE BRANCH EXT MARSHVILLE NC 28103,34.98867,-80.36417
