idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
1067,-81.16345,36.14502,0.12743,0.972,0.87629,0.94171,0.93171,0.35171,0.89629,0.89629,0.37457,0.0,0.09571,0.728,0.57263,0.56235
1200,-81.23495,36.15815,0.36143,0.0,0.91343,0.764,0.28714,0.17257,0.48286,0.30114,0.80486,0.234,0.11171,0.722,0.3863,0.36079
1281,-81.13736,36.16711,0.0,0.96314,0.93686,1.0,0.70914,0.68657,0.838,0.838,0.942,0.74343,0.25771,0.83686,0.67344,0.66077
1849,-80.92539,36.22831,0.64829,0.0,0.66057,0.33257,0.62257,0.22514,0.71771,0.75143,0.23514,0.32029,0.60314,0.79743,0.57423,0.57399
2836,-81.03506,36.34191,0.196,0.0,0.61657,0.59171,0.76743,0.92429,0.14143,0.45857,0.74429,0.158,1.0,0.67029,0.6776,0.67986
