,osm_id,code,fclass,name,point_x,point_y,lon,lat
0,6847880054,2005,post_office,Lake Lure Post Office,-82.2207369000,35.4309803000,-82.22074,35.43098
1,6847919121,2001,police,Lake Lure Police Department,-82.2322696000,35.4354156000,-82.23227,35.43542
2,357810605,2005,post_office,Bostic Post Office,-81.8304083000,35.3711253000,-81.83041,35.37113
3,1161368790,2001,police,Rutherford County Sheriff,-81.9579336000,35.3697889000,-81.95793,35.36979
4,6872649833,2002,fire_station,Union Mills Volunteer Fire,-81.9777179000,35.4908513000,-81.97772,35.49085
5,7098331247,2008,town_hall,Spindale Town Hall,-81.9293086000,35.3560713000,-81.92931,35.35607
6,7098351263,2001,police,Spindale Police Department,-81.9289906000,35.3559175000,-81.92899,35.35592
7,7266332759,2002,fire_station,Hudlow Volunteer Fire Department,-81.9119764000,35.4142414000,-81.91198,35.41424
8,7266676647,2002,fire_station,Bostic Volunteer Fire Department 2,-81.8363560000,35.3618971000,-81.83636,35.3619
9,7266676655,2002,fire_station,Cherry Mountain Vol Fire Department,-81.7846325000,35.4773412000,-81.78463,35.47734
10,1161368828,2002,fire_station,,-82.0717606000,35.4739185000,-82.07176,35.47392
11,1161368843,2002,fire_station,Greenhill Fire Department,-82.0443485000,35.4098745000,-82.04435,35.40987
