Unnamed: 0,name,address,lat,lon
1,,101 PRICE ST HIGH POINT NC 27260,35.96129,-79.99353
2,,1458 CEDROW DR HIGH POINT NC 27260,35.9739,-79.96833
3,,1105 MONTLIEU AVE HIGH POINT NC 27262,35.97664,-79.98521
4,,1101 N CENTENNIAL ST HIGH POINT NC 27262,35.97391,-80.00301
5,,800 QUAKER LN HIGH POINT NC 27260,35.96251,-80.0217
6,,1300 COUNTRY CLUB DR HIGH POINT NC 27262,35.9657,-80.03537
7,,836 W LEXINGTON AVE HIGH POINT NC 27262,35.97597,-80.03921
8,,237 IDOL ST HIGH POINT NC 27262,35.97976,-80.02611
9,,1920 N CENTENNIAL ST HIGH POINT NC 27262,35.98564,-79.9997
10,,1920 MCGUINN DR HIGH POINT NC 27265,35.98541,-79.98955
11,,1665 PLEASANT RIDGE RD GREENSBORO NC 27409,36.13585,-79.94665
12,,1409 DEEP RIVER RD HIGH POINT NC 27265,35.98435,-79.97889
13,,109 PENNY RD HIGH POINT NC 27260,35.99499,-79.95958
14,,810 OAKVIEW RD HIGH POINT NC 27265,36.00298,-80.01134
15,,2409 AMBASSADOR CT HIGH POINT NC 27265,35.99849,-79.99335
16,,503 JAMES RD HIGH POINT NC 27265,35.99703,-80.01518
17,,136 NORTHPOINT AVE HIGH POINT NC 27262,35.98751,-80.02162
18,,121 SKEET CLUB RD HIGH POINT NC 27265,36.01271,-80.04411
19,,4145 JOHNSON ST HIGH POINT NC 27265,36.03513,-80.02031
20,,3929 JOHNSON ST HIGH POINT NC 27265,36.02402,-80.02118
21,,2067 DEEP RIVER RD HIGH POINT NC 27261,36.01435,-79.97656
22,,2015 PLEASANT RIDGE RD GREENSBORO NC 27410,36.14493,-79.94135
23,,811 CYPRESS ST GREENSBORO NC 27405,36.08416,-79.78081
24,,2066 DEEP RIVER RD HIGH POINT NC 27265,36.01462,-79.97404
25,,301 E MAIN ST JAMESTOWN NC 27282,35.99731,-79.93508
26,,1450 GUILFORD COLLEGE RD JAMESTOWN NC 27282,36.0368,-79.92127
27,,4216 WAYNE RD GREENSBORO NC 27407,36.01597,-79.86849
28,,200 HAYNES RD JAMESTOWN NC 27282,35.98411,-79.91386
29,,1505 NC HIGHWAY 62 W HIGH POINT NC 27263,35.92161,-79.90785
30,,5205 FRIEDEN CHURCH RD MCLEANSVILLE NC 27301,36.10406,-79.66195
31,,5585 BURLINGTON RD MCLEANSVILLE NC 27301,36.08664,-79.661
32,,1200 VINE ST GREENSBORO NC 27405,36.09121,-79.77568
33,,2009 SHARPE RD GREENSBORO NC 27406,36.04851,-79.73282
34,,4107 PRESBYTERIAN RD GREENSBORO NC 27406,36.02045,-79.70673
35,,2116 MCKNIGHT MILL RD GREENSBORO NC 27405,36.12029,-79.74111
36,,4707 NC HIGHWAY 150 E BROWNS SUMMIT NC 27214,36.21243,-79.70427
37,,5401 LIBERTY RD GREENSBORO NC 27406,35.97413,-79.70918
38,,4825 WOODY MILL RD GREENSBORO NC 27406,35.97187,-79.69423
39,,119 N BUNKER HILL RD COLFAX NC 27235,36.11429,-80.01495
40,,5006 NC HIGHWAY 150 E BROWNS SUMMIT NC 27214,36.21992,-79.67428
41,,1815 WATER ST GREENSBORO NC 27405,36.10208,-79.75863
42,,4355 HIGH ROCK RD GIBSONVILLE NC 27249,36.18476,-79.61036
43,,8315 LINVILLE RD OAK RIDGE NC 27310,36.17103,-79.99833
44,,2424 OAK RIDGE RD OAK RIDGE NC 27310,36.17821,-79.97837
45,,4920 ALLIANCE CHURCH RD PLEASANT GARDEN NC 27313,35.97291,-79.75506
46,,1415 NEELLEY RD PLEASANT GARDEN NC 27313,35.96256,-79.75996
47,,435 PEEDEN DR GIBSONVILLE NC 27249,36.09874,-79.61496
