name,address,lat,lon
,127 W ELWOOD AVE RAEFORD NC 28376,34.97978,-79.22551
,775 ROCKFISH RD RAEFORD NC 28376,34.98591,-79.17848
,200 S COLLEGE DR RAEFORD NC 28376,34.97385,-79.23791
,730 TURNPIKE RD RAEFORD NC 28376,34.99202,-79.23912
,10225 FAYETTEVILLE RD RAEFORD NC 28376,35.0337,-79.08696
,373 PITTMAN GROVE CHURCH RD RAEFORD NC 28376,35.02763,-79.11821
,800 PHILIPPI CHURCH RD RAEFORD NC 28376,34.98071,-79.15899
,4640 S OLD WIRE RD RED SPRINGS NC 28377,34.85745,-79.2771
,6931 RED SPRINGS RD RED SPRINGS NC 28377,34.88014,-79.20531
,2906 BLUE SPRINGS RD RED SPRINGS NC 28377,34.91497,-79.26267
,1690 LOOP RD RAEFORD NC 28376,35.04578,-79.39523
,6197 ABERDEEN RD RAEFORD NC 28376,35.0382,-79.33253
,2749 LINDSAY RD RAEFORD NC 28376,35.00073,-79.06728
,119 HALL RD SHANN0N NC 28386,34.92492,-79.15117
,334 N MAIN ST RAEFORD NC 28376,34.9826,-79.22372
