osm_id,code,fclass,name,point_x,point_y,lon,lat
357769794,2082,school,Cane Creek School,-79.4452980000,35.8895825000,-79.4453,35.88958
357775130,2082,school,Holt School,-79.4894659000,36.0212472000,-79.48947,36.02125
357786468,2082,school,Southern High School,-79.4064084000,36.0018040000,-79.40641,36.0018
357787207,2082,school,Sylvan School,-79.4364089000,35.8798605000,-79.43641,35.87986
357789509,2082,school,Wilson School,-79.3455740000,36.0293046000,-79.34557,36.0293
357799668,2082,school,B Everett Jordan Elementary School,-79.2999128000,35.9072829000,-79.29991,35.90728
2985902749,2303,cafe,Cup 22,-79.3191718000,35.9466128000,-79.31917,35.94661
357769227,2082,school,Broadview Junior High School,-79.3969647000,36.0873590000,-79.39696,36.08736
357771319,2082,school,Cummings High School,-79.3966869000,36.0884701000,-79.39669,36.08847
357771891,2082,school,Eastlawn School,-79.4069651000,36.1018032000,-79.40697,36.1018
357773852,2082,school,Graham High School,-79.3819642000,36.0751370000,-79.38196,36.07514
357773860,2082,school,Graham Middle School,-79.3950200000,36.0662480000,-79.39502,36.06625
357782564,2082,school,Pleasant Grove School,-79.3069641000,36.2170811000,-79.30696,36.21708
357786357,2082,school,South Mebane School,-79.2752954000,36.0887493000,-79.2753,36.08875
357787309,2082,school,Technical Institute of Alamance,-79.4089096000,36.1020809000,-79.40891,36.10208
357788926,2082,school,West End School,-79.2816844000,36.0968047000,-79.28168,36.0968
357789810,2082,school,Yoder School,-79.2750177000,36.1004159000,-79.27502,36.10042
357797540,2082,school,Haw River Elementary School,-79.3583528000,36.0929150000,-79.35835,36.09292
357797543,2082,school,R Homer Andrews Elementary School,-79.3814089000,36.0912480000,-79.38141,36.09125
357797544,2082,school,Technical College of Alamance,-79.3561302000,36.0676374000,-79.35613,36.06764
357813191,2084,college,Alamance Community College,-79.3575192000,36.0665263000,-79.35752,36.06653
2496655665,2303,cafe,Reed's Downtown Table,-79.2686823000,36.0971868000,-79.26868,36.09719
3660843488,2501,supermarket,Food Lion,-79.2678181000,36.1064214000,-79.26782,36.10642
3881083840,2504,mall,Tanger Outlets Mebane,-79.2660973000,36.0745272000,-79.2661,36.07453
4211090291,2501,supermarket,Food Lion,-79.2952437000,36.0730619000,-79.29524,36.07306
4230713505,2501,supermarket,Walmart Supercenter,-79.2732668000,36.0670052000,-79.27327,36.06701
4421888189,2012,community_centre,The Lamb's Chapel,-79.3513993000,36.1021150000,-79.3514,36.10212
