Unnamed: 0,name,address,lat,lon
1,,44604 NC 24 27 73 HWY ALBEMARLE NC 28001,35.32402,-80.12863
2,,128 NC 740 HWY BADIN NC 28009,35.40406,-80.11804
3,,43222 LOWDER AVIATION PKWY NEW LONDON NC 28127,35.41206,-80.14939
4,,310 S MAIN ST NEW LONDON NC 28127,35.4415,-80.21902
5,,228 W CHURCH ST RICHFIELD NC 28137,35.47046,-80.2645
6,,40234 MILLINGPORT RD RICHFIELD NC 28137,35.42687,-80.28311
7,,24198 NC 73 HWY ALBEMARLE NC 28001,35.37843,-80.29889
8,,25045 NC 24 27 HWY ALBEMARLE NC 28001,35.30468,-80.27928
9,,320 COLLEGE ST OAKBORO NC 28129,35.22405,-80.32785
10,,1244 N MAIN ST OAKBORO NC 28129,35.23402,-80.33556
11,,103 SCHOOL RD LOCUST NC 28097,35.26311,-80.41909
12,,101 W MONTGOMERY ST STANFIELD NC 28163,35.23039,-80.42674
13,,11578 NC 138 HWY RD NORWOOD NC 28128,35.22528,-80.22608
14,,873 PEE DEE AVE NORWOOD NC 28128,35.23884,-80.1231
15,,247 W TURNER ST NORWOOD NC 28128,35.22005,-80.12059
16,,283 N 3RD ST ALBEMARLE NC 28001,35.35516,-80.19653
17,,1000 N 1ST ST ALBEMARLE NC 28001,35.36618,-80.19692
18,,1811 BADIN RD ALBEMARLE NC 28001,35.35375,-80.16841
19,,621 WALL ST ALBEMARLE NC 28001,35.34383,-80.18563
20,,501 W MAIN ST ALBEMARLE NC 28001,35.34956,-80.20289
21,,209 NE CONNECTOR ALBEMARLE NC 28001,35.38592,-80.19104
22,,20790 NC 138 HWY ALBEMARLE NC 28001,35.30947,-80.1954
