name,address,lat,lon
,3540 IRON WORKS RD REIDSVILLE NC 27320,36.31927,-79.80808
,203 E MAIN ST STONEVILLE NC 27048,36.46682,-79.90576
,2660 OREGON HILL RD RUFFIN NC 27326,36.46699,-79.64907
,525 NC 65 REIDSVILLE NC 27320,36.39341,-79.7553
,326 E STADIUM DR EDEN NC 27288,36.50114,-79.73333
,1300 FREEWAY DR REIDSVILLE NC 27320,36.3277,-79.68754
,1017 FIELDCREST RD EDEN NC 27288,36.51454,-79.70808
,319 BRIDGE ST EDEN NC 27288,36.48783,-79.75887
,2830 NC 87 REIDSVILLE NC 27320,36.2901,-79.6166
,611 BURTON ST MADISON NC 27025,36.40054,-79.97257
,807 PIEDMONT ST REIDSVILLE NC 27320,36.35599,-79.67363
,1981 BALD HILL LOOP MADISON NC 27025,36.36373,-79.89673
,2020 SARDIS CHURCH RD MADISON NC 27025,36.33092,-79.94953
,8081 W US 158 REIDSVILLE NC 27320,36.31851,-79.71659
,1010 WASHINGTON ST EDEN NC 27288,36.48661,-79.7756
