,osm_id,code,fclass,name,point_x,point_y,lon,lat
0,357814568,2005,post_office,Clinton Post Office,-78.3397580000,34.9930850000,-78.33976,34.99308
1,357814604,2005,post_office,Harrells Post Office,-78.1945530000,34.7256720000,-78.19455,34.72567
2,367909724,2001,police,Garland Police Department,-78.3973400000,34.7850100000,-78.39734,34.78501
3,367909827,2001,police,Clinton Police Substation,-78.3128814000,35.0039752000,-78.31288,35.00398
4,367909838,2001,police,Clinton Police Sub Station,-78.3213859000,34.9962335000,-78.32139,34.99623
5,367910073,2001,police,Sampson County Sheriff's Office,-78.3228444000,34.9973123000,-78.32284,34.99731
6,367910237,2001,police,Clinton Police Department,-78.3213119000,34.9961559000,-78.32131,34.99616
7,367910241,2001,police,North Carolina State Highway Patrol,-78.3276968000,35.0155791000,-78.3277,35.01558
8,367910817,2008,town_hall,Clinton City Hall,-78.3213880000,34.9962786000,-78.32139,34.99628
9,367910981,2099,public_building,Bureau of Investigation,-78.3227396000,34.9974098000,-78.32274,34.99741
10,3128069404,2001,police,State of North Carolina Highway Patrol,-78.3323652000,35.0165343000,-78.33237,35.01653
11,357814630,2005,post_office,Roseboro Post Office,-78.5103610000,34.9513010000,-78.51036,34.9513
12,357814632,2005,post_office,Salemburg Post Office,-78.5031310000,35.0159320000,-78.50313,35.01593
13,7191370633,2005,post_office,Autryville Post Office,-78.6419190000,34.9976918000,-78.64192,34.99769
14,7191378635,2002,fire_station,Autryville Volunteer Fire Department,-78.6395587000,34.9998790000,-78.63956,34.99988
15,6935621095,2002,fire_station,Halls Fire Departmant,-78.3182029000,35.1131919000,-78.3182,35.11319
